"sex","age_cat","race","priors_count","c_charge_degree","length_of_stay","two_year_recid"
"Male","> 45","African-American",10,"F",48,"0"
"Male","25 - 45","African-American",4,"F",45,"1"
"Male","25 - 45","Caucasian",1,"F",3,"0"
"Male","> 45","Caucasian",0,"F",0,"0"
"Male","> 45","Caucasian",1,"M",1,"0"
"Female","25 - 45","Caucasian",1,"F",26,"1"
"Male","25 - 45","Caucasian",4,"F",1,"0"
"Male","< 25","African-American",3,"M",1,"1"
"Male","< 25","Caucasian",1,"M",1,"0"
"Male","25 - 45","African-American",18,"F",1,"1"
"Male","25 - 45","African-American",1,"M",22,"1"
"Female","25 - 45","African-American",7,"F",39,"1"
"Male","25 - 45","African-American",20,"F",1,"0"
"Female","25 - 45","African-American",1,"M",1,"0"
"Male","25 - 45","African-American",16,"F",1,"1"
"Male","25 - 45","Caucasian",1,"M",2,"1"
"Male","> 45","Caucasian",7,"F",152,"0"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","25 - 45","Caucasian",2,"F",31,"1"
"Male","> 45","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",2,"F",7,"0"
"Female","> 45","Caucasian",0,"F",1,"0"
"Male","> 45","Caucasian",7,"M",1,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","< 25","Caucasian",3,"F",36,"0"
"Male","25 - 45","African-American",11,"F",5,"1"
"Male","> 45","African-American",28,"F",60,"0"
"Male","25 - 45","African-American",2,"F",1,"1"
"Male","< 25","African-American",0,"F",0,"0"
"Male","25 - 45","African-American",5,"M",1,"1"
"Male","25 - 45","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",17,"F",15,"1"
"Female","25 - 45","Caucasian",0,"F",1,"0"
"Male","> 45","Caucasian",0,"M",1,"0"
"Female","< 25","African-American",0,"F",2,"0"
"Male","25 - 45","African-American",4,"F",6,"1"
"Male","25 - 45","African-American",12,"M",1,"1"
"Male","< 25","African-American",0,"M",1,"1"
"Male","> 45","Caucasian",1,"M",40,"1"
"Male","< 25","Caucasian",0,"M",1,"0"
"Female","> 45","African-American",2,"F",1,"0"
"Male","< 25","African-American",0,"F",3,"1"
"Male","25 - 45","African-American",14,"F",56,"0"
"Male","25 - 45","African-American",1,"F",1,"0"
"Female","25 - 45","African-American",3,"F",1,"0"
"Male","> 45","Caucasian",1,"F",40,"0"
"Male","25 - 45","African-American",16,"F",2,"1"
"Female","25 - 45","Caucasian",1,"M",29,"0"
"Male","< 25","African-American",0,"F",1,"1"
"Male","< 25","Caucasian",0,"M",1,"1"
"Male","< 25","Caucasian",1,"M",9,"0"
"Male","25 - 45","African-American",7,"M",198,"0"
"Male","25 - 45","African-American",0,"F",8,"0"
"Male","25 - 45","Caucasian",0,"F",54,"0"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","25 - 45","African-American",22,"F",1,"1"
"Male","25 - 45","Caucasian",2,"F",70,"0"
"Male","25 - 45","African-American",7,"M",8,"0"
"Male","< 25","African-American",0,"M",15,"1"
"Male","25 - 45","African-American",9,"F",1,"1"
"Male","> 45","African-American",8,"M",35,"0"
"Male","25 - 45","African-American",2,"F",1,"0"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","25 - 45","African-American",7,"F",5,"0"
"Female","> 45","Caucasian",2,"F",1,"0"
"Female","25 - 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","Caucasian",6,"F",152,"1"
"Male","25 - 45","African-American",2,"F",1,"1"
"Male","25 - 45","Caucasian",1,"M",11,"0"
"Female","< 25","Caucasian",1,"F",0,"0"
"Male","25 - 45","African-American",2,"M",0,"0"
"Male","> 45","African-American",17,"F",179,"0"
"Male","25 - 45","African-American",6,"F",1,"1"
"Male","< 25","African-American",2,"F",8,"1"
"Male","> 45","African-American",29,"F",1,"1"
"Female","25 - 45","African-American",23,"M",0,"1"
"Male","< 25","African-American",1,"F",38,"1"
"Male","25 - 45","Caucasian",1,"F",14,"0"
"Male","25 - 45","African-American",3,"F",0,"1"
"Male","25 - 45","African-American",1,"F",1,"1"
"Male","< 25","African-American",2,"F",33,"1"
"Male","25 - 45","Caucasian",3,"M",1,"1"
"Male","> 45","African-American",5,"F",301,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Female","> 45","Caucasian",6,"F",7,"0"
"Male","> 45","African-American",16,"F",1,"1"
"Male","> 45","Caucasian",2,"M",11,"0"
"Male","25 - 45","Caucasian",0,"M",2,"0"
"Female","25 - 45","African-American",2,"M",1,"0"
"Female","< 25","Caucasian",4,"F",3,"1"
"Male","25 - 45","Caucasian",3,"F",37,"1"
"Male","25 - 45","African-American",3,"M",38,"0"
"Male","< 25","Caucasian",1,"F",12,"0"
"Male","< 25","Caucasian",1,"F",1,"1"
"Female","25 - 45","African-American",0,"F",191,"0"
"Male","25 - 45","African-American",10,"F",23,"1"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","< 25","African-American",0,"F",7,"1"
"Male","25 - 45","African-American",9,"F",0,"0"
"Male","25 - 45","African-American",5,"M",324,"0"
"Male","25 - 45","African-American",3,"F",130,"0"
"Female","< 25","African-American",0,"F",25,"0"
"Female","> 45","African-American",0,"F",0,"1"
"Female","< 25","African-American",0,"M",1,"1"
"Male","> 45","Caucasian",0,"F",2,"0"
"Male","> 45","African-American",2,"M",31,"0"
"Male","< 25","African-American",2,"F",1,"1"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Female","> 45","Caucasian",0,"F",0,"0"
"Male","25 - 45","African-American",1,"F",1,"1"
"Male","< 25","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",10,"F",0,"1"
"Female","25 - 45","African-American",5,"F",9,"1"
"Male","< 25","African-American",4,"F",24,"1"
"Female","25 - 45","Caucasian",3,"F",1,"1"
"Female","< 25","Caucasian",0,"F",12,"0"
"Male","25 - 45","Caucasian",1,"M",0,"1"
"Male","> 45","Caucasian",9,"F",118,"1"
"Male","25 - 45","African-American",6,"F",119,"0"
"Male","25 - 45","African-American",4,"F",1,"1"
"Male","25 - 45","Caucasian",2,"F",0,"0"
"Male","> 45","Caucasian",18,"F",134,"1"
"Male","< 25","Caucasian",1,"F",8,"1"
"Male","> 45","Caucasian",0,"F",11,"0"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",6,"F",0,"1"
"Female","25 - 45","Caucasian",1,"F",6,"1"
"Female","< 25","African-American",2,"F",1,"1"
"Female","< 25","African-American",7,"F",1,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Female","< 25","Caucasian",1,"M",1,"0"
"Male","> 45","Caucasian",1,"F",1,"0"
"Female","25 - 45","Caucasian",0,"F",3,"0"
"Male","25 - 45","African-American",13,"F",3,"1"
"Male","25 - 45","African-American",27,"M",10,"1"
"Male","> 45","Caucasian",2,"F",9,"0"
"Male","25 - 45","Caucasian",0,"F",2,"0"
"Male","< 25","African-American",0,"M",0,"0"
"Female","25 - 45","African-American",9,"M",12,"1"
"Male","> 45","Caucasian",3,"F",7,"0"
"Male","< 25","Caucasian",1,"F",1,"0"
"Male","> 45","African-American",3,"F",1,"1"
"Male","25 - 45","Caucasian",0,"M",2,"1"
"Male","25 - 45","African-American",6,"F",1,"1"
"Male","25 - 45","African-American",6,"M",1,"0"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","> 45","Caucasian",3,"M",0,"0"
"Female","25 - 45","African-American",1,"M",2,"0"
"Female","25 - 45","Caucasian",3,"F",0,"1"
"Male","< 25","African-American",0,"F",2,"0"
"Male","< 25","Caucasian",1,"F",1,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",2,"F",0,"0"
"Male","< 25","Caucasian",0,"F",1,"0"
"Male","> 45","African-American",4,"F",0,"0"
"Male","< 25","Caucasian",4,"M",3,"1"
"Male","25 - 45","African-American",2,"F",170,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","< 25","African-American",5,"F",2,"1"
"Male","< 25","African-American",0,"M",1,"1"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",2,"M",5,"0"
"Male","25 - 45","African-American",4,"M",15,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",2,"F",2,"0"
"Male","25 - 45","Caucasian",1,"M",1,"0"
"Male","< 25","African-American",1,"F",4,"1"
"Female","25 - 45","African-American",0,"F",2,"1"
"Male","< 25","African-American",0,"F",11,"0"
"Female","< 25","Caucasian",7,"M",1,"0"
"Male","25 - 45","African-American",6,"F",1,"1"
"Female","< 25","African-American",1,"F",4,"0"
"Male","25 - 45","African-American",8,"F",26,"1"
"Male","25 - 45","African-American",2,"F",1,"1"
"Male","25 - 45","Caucasian",0,"M",6,"0"
"Male","< 25","African-American",8,"F",3,"1"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Female","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",0,"1"
"Male","< 25","Caucasian",1,"F",4,"1"
"Male","< 25","African-American",0,"M",1,"0"
"Female","> 45","African-American",0,"F",4,"0"
"Male","25 - 45","African-American",11,"F",1,"1"
"Female","25 - 45","African-American",0,"F",58,"1"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Female","< 25","African-American",1,"M",0,"0"
"Male","< 25","African-American",2,"F",58,"1"
"Male","< 25","African-American",0,"F",4,"1"
"Male","< 25","Caucasian",0,"F",0,"0"
"Male","> 45","Caucasian",2,"F",1,"0"
"Male","25 - 45","African-American",3,"M",206,"0"
"Male","> 45","African-American",12,"F",152,"1"
"Male","< 25","African-American",2,"M",48,"1"
"Male","< 25","African-American",1,"F",2,"1"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","< 25","African-American",2,"M",4,"1"
"Male","25 - 45","African-American",4,"F",1,"1"
"Male","25 - 45","African-American",11,"F",2,"1"
"Male","> 45","Caucasian",16,"F",67,"1"
"Male","< 25","African-American",0,"F",1,"0"
"Female","< 25","African-American",1,"F",2,"1"
"Male","25 - 45","African-American",3,"F",0,"1"
"Male","25 - 45","African-American",6,"F",39,"1"
"Male","25 - 45","African-American",4,"M",34,"1"
"Male","25 - 45","Caucasian",6,"F",1,"1"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","African-American",4,"M",1,"0"
"Male","< 25","African-American",3,"F",16,"1"
"Male","> 45","Caucasian",0,"M",38,"1"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Female","25 - 45","African-American",10,"M",19,"1"
"Male","< 25","Caucasian",6,"F",1,"1"
"Male","25 - 45","African-American",11,"M",1,"0"
"Male","< 25","African-American",6,"F",5,"1"
"Male","25 - 45","African-American",2,"M",1,"0"
"Male","> 45","Caucasian",0,"M",3,"0"
"Male","25 - 45","African-American",7,"F",2,"1"
"Female","< 25","African-American",0,"F",4,"1"
"Male","> 45","African-American",12,"F",29,"0"
"Male","> 45","African-American",2,"M",2,"0"
"Male","25 - 45","African-American",2,"F",1,"1"
"Male","> 45","Caucasian",27,"M",2,"0"
"Male","> 45","Caucasian",21,"M",21,"1"
"Male","25 - 45","Caucasian",0,"F",2,"1"
"Male","25 - 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","African-American",4,"M",4,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",2,"F",50,"1"
"Male","> 45","Caucasian",2,"F",0,"0"
"Male","25 - 45","African-American",8,"F",1,"0"
"Female","25 - 45","African-American",5,"F",1,"1"
"Male","25 - 45","African-American",4,"F",109,"1"
"Female","25 - 45","African-American",2,"F",2,"1"
"Male","25 - 45","African-American",2,"F",22,"1"
"Male","> 45","Caucasian",10,"F",43,"1"
"Male","25 - 45","African-American",2,"M",3,"0"
"Male","25 - 45","Caucasian",6,"M",2,"1"
"Male","> 45","African-American",20,"F",3,"0"
"Male","25 - 45","African-American",3,"F",119,"1"
"Male","25 - 45","Caucasian",0,"F",44,"0"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",1,"M",3,"1"
"Male","> 45","Caucasian",0,"F",2,"0"
"Male","25 - 45","African-American",2,"M",0,"0"
"Female","> 45","African-American",3,"F",2,"0"
"Male","< 25","Caucasian",1,"F",40,"0"
"Male","> 45","African-American",0,"F",1,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",10,"F",2,"1"
"Male","> 45","Caucasian",2,"F",64,"1"
"Male","> 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",1,"F",1,"1"
"Female","> 45","African-American",0,"F",10,"1"
"Male","> 45","African-American",1,"M",2,"1"
"Male","< 25","African-American",2,"F",1,"1"
"Male","> 45","Caucasian",11,"F",58,"1"
"Male","> 45","African-American",4,"F",3,"1"
"Male","> 45","Caucasian",3,"F",1,"0"
"Male","25 - 45","African-American",15,"F",43,"0"
"Male","< 25","African-American",8,"F",255,"1"
"Male","25 - 45","Caucasian",2,"F",18,"0"
"Male","25 - 45","African-American",1,"M",1,"1"
"Male","25 - 45","African-American",9,"M",1,"1"
"Male","25 - 45","African-American",6,"F",6,"0"
"Male","25 - 45","African-American",1,"M",115,"0"
"Male","> 45","African-American",12,"M",0,"0"
"Male","25 - 45","Caucasian",2,"F",64,"0"
"Male","> 45","African-American",0,"M",4,"1"
"Male","25 - 45","African-American",3,"F",0,"1"
"Male","< 25","Caucasian",1,"F",1,"1"
"Male","> 45","African-American",4,"M",1,"1"
"Female","> 45","Caucasian",0,"M",0,"0"
"Female","> 45","Caucasian",23,"F",62,"1"
"Male","25 - 45","African-American",7,"F",1,"1"
"Female","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",8,"F",40,"0"
"Male","25 - 45","African-American",9,"F",1,"0"
"Male","25 - 45","African-American",1,"M",14,"0"
"Male","25 - 45","African-American",1,"F",0,"0"
"Male","25 - 45","African-American",5,"F",28,"1"
"Female","25 - 45","Caucasian",10,"F",14,"1"
"Male","> 45","African-American",21,"F",112,"1"
"Male","25 - 45","African-American",2,"M",32,"0"
"Female","25 - 45","African-American",0,"M",0,"1"
"Male","25 - 45","African-American",5,"F",5,"1"
"Male","< 25","Caucasian",2,"M",25,"1"
"Male","25 - 45","Caucasian",4,"M",1,"0"
"Male","> 45","African-American",7,"F",118,"1"
"Male","< 25","African-American",2,"F",1,"1"
"Male","25 - 45","African-American",11,"F",2,"1"
"Male","< 25","African-American",1,"F",395,"1"
"Male","< 25","Caucasian",4,"M",8,"1"
"Male","25 - 45","African-American",1,"M",1,"0"
"Male","25 - 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","African-American",0,"M",1,"0"
"Female","> 45","Caucasian",0,"M",0,"1"
"Male","25 - 45","African-American",1,"M",1,"0"
"Female","25 - 45","African-American",4,"F",2,"0"
"Male","25 - 45","African-American",4,"F",2,"1"
"Male","25 - 45","Caucasian",0,"F",1,"1"
"Male","25 - 45","Caucasian",11,"M",0,"1"
"Male","> 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",14,"F",2,"1"
"Male","25 - 45","African-American",5,"F",0,"1"
"Male","< 25","African-American",15,"F",2,"1"
"Male","> 45","African-American",1,"F",270,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Female","25 - 45","African-American",15,"F",0,"1"
"Male","25 - 45","Caucasian",0,"F",1,"1"
"Male","< 25","Caucasian",0,"F",1,"1"
"Male","25 - 45","African-American",10,"F",1,"0"
"Male","25 - 45","Caucasian",2,"F",3,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","< 25","African-American",1,"F",22,"1"
"Male","25 - 45","African-American",0,"F",18,"0"
"Male","> 45","African-American",4,"F",1,"1"
"Female","< 25","African-American",0,"M",1,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Female","< 25","African-American",2,"F",1,"0"
"Male","< 25","Caucasian",1,"F",1,"0"
"Male","> 45","African-American",12,"M",118,"1"
"Female","25 - 45","African-American",2,"F",4,"1"
"Male","> 45","Caucasian",5,"F",1,"1"
"Male","25 - 45","African-American",13,"F",1,"1"
"Female","> 45","Caucasian",0,"F",1,"0"
"Male","< 25","African-American",0,"M",1,"0"
"Male","< 25","African-American",0,"F",0,"1"
"Male","25 - 45","African-American",5,"M",6,"1"
"Female","25 - 45","Caucasian",1,"M",1,"0"
"Female","25 - 45","African-American",2,"F",24,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","< 25","African-American",3,"F",9,"1"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",8,"F",1,"0"
"Female","< 25","African-American",0,"M",1,"1"
"Female","25 - 45","African-American",1,"F",1,"0"
"Male","< 25","African-American",2,"F",43,"1"
"Male","< 25","Caucasian",0,"M",4,"0"
"Female","25 - 45","Caucasian",0,"F",1,"1"
"Male","< 25","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",5,"M",1,"0"
"Male","< 25","Caucasian",0,"M",1,"1"
"Male","< 25","African-American",0,"F",0,"0"
"Male","25 - 45","Caucasian",1,"F",30,"1"
"Male","25 - 45","African-American",9,"F",5,"1"
"Male","< 25","African-American",0,"F",2,"1"
"Male","> 45","African-American",4,"M",0,"1"
"Female","< 25","African-American",2,"F",58,"1"
"Male","> 45","African-American",15,"F",38,"1"
"Male","25 - 45","African-American",8,"F",39,"1"
"Female","< 25","African-American",0,"F",0,"0"
"Male","< 25","African-American",3,"F",6,"1"
"Male","25 - 45","Caucasian",0,"F",12,"0"
"Male","< 25","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",6,"M",49,"1"
"Male","< 25","African-American",0,"F",5,"1"
"Female","> 45","African-American",4,"F",56,"0"
"Male","> 45","African-American",3,"M",206,"0"
"Male","> 45","Caucasian",0,"F",0,"0"
"Female","25 - 45","Caucasian",5,"F",33,"1"
"Female","25 - 45","African-American",7,"F",2,"1"
"Female","> 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",9,"M",2,"1"
"Male","> 45","African-American",7,"M",4,"1"
"Male","> 45","African-American",22,"M",9,"1"
"Female","> 45","African-American",2,"M",1,"1"
"Male","25 - 45","African-American",6,"F",0,"1"
"Female","> 45","Caucasian",0,"F",0,"0"
"Male","25 - 45","Caucasian",0,"M",30,"1"
"Male","< 25","African-American",0,"M",1,"1"
"Male","< 25","Caucasian",0,"F",2,"1"
"Male","> 45","Caucasian",0,"F",0,"0"
"Male","25 - 45","Caucasian",8,"F",9,"1"
"Male","25 - 45","Caucasian",5,"F",35,"1"
"Female","25 - 45","African-American",1,"F",1,"0"
"Male","> 45","African-American",1,"F",0,"0"
"Male","> 45","African-American",13,"M",2,"0"
"Female","25 - 45","African-American",6,"F",0,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Female","25 - 45","Caucasian",2,"F",0,"1"
"Male","> 45","African-American",0,"M",6,"0"
"Male","25 - 45","Caucasian",1,"M",1,"0"
"Male","> 45","African-American",5,"F",2,"0"
"Male","< 25","Caucasian",0,"F",1,"0"
"Female","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",4,"F",1,"1"
"Male","< 25","African-American",2,"F",34,"0"
"Male","25 - 45","African-American",6,"M",1,"0"
"Male","< 25","African-American",7,"M",97,"1"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Female","25 - 45","Caucasian",3,"F",11,"1"
"Male","> 45","Caucasian",0,"F",1,"1"
"Female","25 - 45","African-American",1,"F",1,"0"
"Male","25 - 45","African-American",5,"F",171,"1"
"Male","> 45","African-American",5,"F",1,"1"
"Male","< 25","Caucasian",0,"M",0,"0"
"Male","25 - 45","African-American",2,"F",1,"0"
"Male","25 - 45","African-American",3,"F",6,"1"
"Male","25 - 45","Caucasian",8,"M",28,"0"
"Female","25 - 45","African-American",1,"F",63,"0"
"Female","25 - 45","African-American",7,"F",1,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",2,"M",1,"1"
"Male","< 25","African-American",2,"F",6,"1"
"Male","25 - 45","African-American",7,"F",0,"1"
"Male","> 45","Caucasian",18,"M",33,"1"
"Female","< 25","Caucasian",0,"M",1,"1"
"Male","> 45","Caucasian",5,"M",1,"0"
"Male","25 - 45","African-American",5,"F",1,"1"
"Female","> 45","African-American",1,"F",1,"0"
"Male","< 25","African-American",1,"F",2,"0"
"Male","25 - 45","Caucasian",2,"M",34,"1"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","African-American",2,"F",1,"1"
"Male","25 - 45","African-American",0,"F",25,"0"
"Female","25 - 45","African-American",1,"F",34,"1"
"Male","25 - 45","African-American",6,"F",45,"1"
"Male","25 - 45","African-American",2,"F",62,"0"
"Male","25 - 45","African-American",13,"M",11,"0"
"Male","25 - 45","African-American",11,"M",1,"1"
"Male","25 - 45","African-American",3,"M",8,"1"
"Female","25 - 45","African-American",10,"F",15,"1"
"Male","< 25","African-American",0,"F",7,"1"
"Male","> 45","Caucasian",0,"F",1,"0"
"Female","25 - 45","Caucasian",0,"F",0,"0"
"Male","< 25","African-American",4,"M",1,"0"
"Male","25 - 45","African-American",5,"F",3,"1"
"Female","> 45","Caucasian",1,"F",2,"0"
"Male","< 25","African-American",2,"F",1,"1"
"Male","> 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","Caucasian",0,"M",24,"1"
"Male","25 - 45","African-American",6,"F",131,"1"
"Male","25 - 45","African-American",8,"M",33,"1"
"Male","25 - 45","Caucasian",0,"F",21,"1"
"Male","25 - 45","African-American",12,"F",0,"1"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","> 45","African-American",2,"M",1,"0"
"Female","25 - 45","Caucasian",1,"M",31,"0"
"Male","25 - 45","African-American",0,"F",0,"0"
"Male","25 - 45","African-American",1,"M",1,"0"
"Male","25 - 45","African-American",1,"M",1,"0"
"Male","25 - 45","African-American",0,"M",5,"0"
"Male","25 - 45","Caucasian",3,"M",1,"1"
"Male","25 - 45","African-American",8,"F",7,"1"
"Male","< 25","African-American",1,"M",16,"0"
"Male","< 25","African-American",5,"F",1,"1"
